query,n_positives,rank_first_positive,missed,hit@1,hit@5,hit@10,hit@100,rr,n_chars,n_words,n_unique_words,n_colors,n_materials,n_garments,n_patterns,has_color,has_material,has_garment,has_pattern,n_sentences
"black and white printed cardigan. the cardigan has a black and white floral print with a black trim. it is worn by a woman who is standing in front of a white background. the cardigan is open, and the woman is wearing a black tank top underneath it.",1,1,0,1,1,1,1,1.0,249,48,28,2,0,2,2,1,0,1,1,4
blue and white floral printed shirt. the shirt has a loose fit and features a front button placket. the floral pattern consists of blue and purple flowers on a white background.,1,1,0,1,1,1,1,1.0,177,31,22,3,0,1,2,1,0,1,1,3
white shirt with a collar. the shirt is made of a soft material and has a long sleeve design. the shirt is a classic white color and is worn by a mannequin.,1,,1,0,0,0,0,0.0,156,32,21,1,0,1,0,1,0,1,0,3
"purple floral pajama set. the pants have a wide leg and a drawstring waist, while the top is a long-sleeved shirt with a floral print. the pants are made of a soft, flowy fabric, while the top is a bit more structured. the pajama set is designed to be comfortable and stylish for lounging at home.",1,1,0,1,1,1,1,1.0,297,57,39,1,0,3,1,1,0,1,1,4
"red tank top with a cowl neckline. the tank top is made of a stretchy material and has a draped cowl neckline. the color of the tank top is a deep red, almost maroon.",1,1,0,1,1,1,1,1.0,166,34,20,2,0,1,0,1,0,1,0,3
pair of black pants. the pants are made of a stretchy material and have a straight cut. they are designed to be comfortable and flattering for a variety of body types.,1,,1,0,0,0,0,0.0,167,31,24,1,0,1,0,1,0,1,0,3
"black crop top. the material appears to be a stretchy spandex, and the top is sleeveless with a scoop neckline. the top is designed to be worn as a crop top, which is a fashion style that exposes the midriff.",1,5,0,0,1,1,1,0.2,208,40,26,1,1,1,0,1,1,1,0,3
pair of dark blue leggings with a white waistband. the leggings are made of a stretchy material and have a high waistband. the leggings are designed for workouts and have a fashionable style.,1,,1,0,0,0,0,0.0,191,33,22,2,0,0,0,1,0,0,0,3
pair of black and pink running tights. the pink part of the tights has a white star pattern on them. the tights are made of a material that is stretchy and comfortable to wear. the tights have a black waistband and a pink and black design on the leg.,1,3,0,0,1,1,1,0.3333333333333333,250,49,29,3,0,0,0,1,0,0,0,4
black and white polka dot dress. the dress has a halter neckline and a keyhole cutout at the back. the dress is sleeveless and has a flowy fit.,2,1,0,1,1,1,1,1.0,143,28,19,2,0,1,1,1,0,1,1,3
"white blouse with a zipper on the front. the blouse has a high collar and long sleeves with a button on the cuff. the zipper is silver and runs down the front of the blouse. the fabric appears to be a lightweight material, possibly silk or a similar fabric. the blouse has a relaxed fit and is designed to be worn casually.",1,1,0,1,1,1,1,1.0,323,62,36,2,1,1,0,1,1,1,0,5
red dress with a black belt. the dress has a strapless neckline and a flowing skirt. the dress is made of a shiny material and has a floral pattern on it. the dress is a size medium and is worn by a woman with long hair.,1,1,0,1,1,1,1,1.0,220,46,29,2,0,3,1,1,0,1,1,4
red strapless gown with a high slit on the front. the gown is made of a shiny material and has a mermaid silhouette. the dress also features a ruffled skirt and a high slit on the front.,1,6,0,0,0,1,1,0.16666666666666666,186,37,24,1,0,2,1,1,0,1,1,3
pair of red pants. the pants are made of a material that appears to be a cotton blend and have a straight cut. the pants are high-waisted and have a wide leg. the pants are a solid red color and do not have any visible pockets.,1,2,0,0,1,1,1,0.5,227,47,30,1,1,1,1,1,1,1,1,4
black and white floral print skirt. the skirt is made of a stretchy material and has a floral print with black and white flowers. the skirt is knee-length and has a zipper closure on the side.,1,,1,0,0,0,0,0.0,192,37,22,2,0,1,1,1,0,1,1,3
black dress with a long sleeve and a crew neckline. the dress is made of a stretchy material and has a loose fit. it is suitable for a casual or dressy occasion.,1,,1,0,0,0,0,0.0,161,32,25,1,0,1,0,1,0,1,0,3
"white and multicolored striped dress with a round neckline and short sleeves. the dress has a fitted bodice and a flared skirt. the stripes are horizontal and the colors are pink, yellow, and blue.",1,1,0,1,1,1,1,1.0,197,34,24,4,0,2,1,1,0,1,1,3
black hooded jacket with a zipper. the jacket has a drawstring hood and a front zippered pocket. the jacket is made of a shiny material and has a sporty look.,2,1,0,1,1,1,1,1.0,158,30,21,1,0,1,0,1,0,1,0,3
"black and beige lace skirt. the skirt has a black lace overlay with a beige lace underlay. the skirt is floor-length and has a high waist. the lace is intricate and detailed, with a sheer quality to it. the skirt is a fashionable piece that can be worn for various occasions.",1,6,0,0,0,1,1,0.16666666666666666,275,52,31,2,1,1,2,1,1,1,1,5
"white long sleeve shirt with a large letter ""v"" on the front. the shirt has a glittery finish and is made of a stretchy material. the shirt is a fashionable top that can be worn with jeans or leggings.",1,1,0,1,1,1,1,1.0,201,39,30,1,0,3,0,1,0,1,0,3
"white lace skirt. the lace is crocheted and has a floral pattern. the skirt is long and has a high waistline. it is a midi-length skirt that falls just above the knee. the lace is sheer and has a delicate texture. the skirt is made of a lightweight material, possibly chiffon or tulle.",1,5,0,0,1,1,1,0.2,285,54,33,1,2,1,3,1,1,1,1,6
blue shirt with long sleeves and a collar. the shirt has a loose fit and is made of a soft material. the collar is folded down and the sleeves are rolled up.,1,2,0,0,1,1,1,0.5,157,32,22,1,0,1,0,1,0,1,0,3
"floral print dress. the dress is made of a lightweight material and has a flowy design. the dress is worn by a woman who is posing for the camera. the dress is a mix of blue, yellow, and white colors. the floral print is made up of small flowers and leaves. the dress has a halter neckline and a flowy skirt. the dress is a summer style and is suitable for a beach or garden party.",1,3,0,0,1,1,1,0.3333333333333333,381,76,40,3,0,2,1,1,0,1,1,7
red and black dress with a butterfly print. the dress has a plunging neckline and a flowing skirt. the fabric is made of chiffon and the dress is designed to be worn as a maxi dress.,1,1,0,1,1,1,1,1.0,182,36,25,2,1,2,0,1,1,1,0,3
"white t-shirt with a black logo on it. the logo has the word ""deminat"" written on it. the t-shirt is a women's fit and has a v-neck design.",1,1,0,1,1,1,1,1.0,139,32,22,2,0,1,0,1,0,1,0,3
pair of gray pants with a black belt. the pants have a straight cut and are made of a stretchy material. the belt is made of a shiny material and has a silver buckle. the pants are worn by a woman who is standing and smiling.,1,,1,0,0,0,0,0.0,225,46,28,3,0,2,0,1,0,1,0,4
"woman wearing a blue and green dress. the dress has a v-neckline and a long sleeve. the dress is made of a mix of different materials, including a blue fabric on the top and a green fabric on the bottom. the dress is a mix of different colors, including blue, green, and white. the woman is wearing a black belt around her waist to accentuate her figure.",1,6,0,0,0,1,1,0.16666666666666666,354,68,34,4,0,3,0,1,0,1,0,5
yellow dress with spaghetti straps and a ruffled neckline. the dress is made of a lightweight material and has a flowy fit. the dress is a midi length and is suitable for a summer or spring occasion.,1,4,0,0,1,1,1,0.25,199,37,26,1,0,1,1,1,0,1,1,3
woman wearing a blue and black winter jacket with a fur collar. the jacket has a zipper and a pocket on the front. the woman is also wearing a black hat and a pair of sunglasses.,1,2,0,0,1,1,1,0.5,178,36,23,2,1,2,0,1,1,1,0,3
blue top with a rounded neckline and three-quarter length sleeves. the top is made of a shiny material and has a ruffled detail at the neckline.,1,5,0,0,1,1,1,0.2,144,27,21,1,0,1,1,1,0,1,1,2
"pair of blue leggings. the leggings are made of a stretchy material and have a tight fit. they are designed to be worn with a high waistband and have a simple, sleek design.",1,1,0,1,1,1,1,1.0,173,33,25,1,0,0,0,1,0,0,0,3
woman wearing a beige pencil skirt. the skirt is made of a shiny material and has a high waistline. the woman is also wearing a white blouse and black heels.,1,2,0,0,1,1,1,0.5,157,30,21,3,0,3,0,1,0,1,0,3
purple sleeveless top with a ruffled hem. the top is made of a stretchy material and has a scoop neckline. the ruffles on the hem are purple and add a playful touch to the top.,1,2,0,0,1,1,1,0.5,176,35,24,1,0,1,1,1,0,1,1,3
black skirt with gold buttons. the skirt is made of a shiny material and has a fitted style. the gold buttons are small and evenly spaced along the length of the skirt.,2,1,0,1,1,1,1,1.0,168,32,22,2,0,1,0,1,0,1,0,3
black and white print silk necktie. the tie has a unique design with a black background and white print. the print features a variety of geometric shapes and a pink and blue bird. the tie is worn around the neck and hangs down the front of the wearer.,1,,1,0,0,0,0,0.0,251,48,30,4,1,0,1,1,1,0,1,4
black and orange polka dot blouse with a peplum silhouette and a ruffled neckline. the blouse has a loose fit and features a floral pattern with a mix of orange and black dots.,1,1,0,1,1,1,1,1.0,176,33,22,2,0,1,3,1,0,1,1,2
black denim skirt with a zipper closure and a small pocket on the front. the skirt has a high waist and a midi length.,1,,1,0,0,0,0,0.0,118,24,18,1,1,1,0,1,1,1,0,2
"woman wearing a teal colored parka with a fur-trimmed hood. the parka has a hood, two front pockets, and a long, fur-trimmed hood. the woman is wearing a blue coat with a fur-trimmed hood, and she is wearing a green coat with a fur-trimmed hood. the woman is also wearing a blue coat with a fur-trimmed hood.",1,1,0,1,1,1,1,1.0,308,62,23,3,1,1,0,1,1,1,0,4
blue and orange striped skirt. the skirt has a dark blue color on the top and an orange color on the bottom. the stripes are thin and the skirt is made of a material that appears to be silk. the skirt is a midi length and has a knot detail at the top.,1,1,0,1,1,1,1,1.0,251,53,31,2,1,2,1,1,1,1,1,4
pair of black floral leggings. the leggings have a black background with a floral print in shades of pink and white. the leggings are high-waisted and have a stretchy material.,1,1,0,1,1,1,1,1.0,176,31,21,3,0,0,1,1,0,0,1,3
black coat with a collar. the coat is made of a wool material and has a long length. it is a fashionable coat with a stylish design.,1,1,0,1,1,1,1,1.0,132,27,19,1,1,1,0,1,1,1,0,3
"brown skirt. the skirt is made of a material that appears to be a type of fabric, and it has a front zipper closure. the skirt is a midi length, which means it falls just above the knee. the skirt is also belted, which gives it a more defined waistline. the belt is made of a matching brown leather material. the skirt is a part of a woman's outfit, and it is styled with a white blouse and a brown leather belt.",1,1,0,1,1,1,1,1.0,412,83,45,2,1,3,0,1,1,1,0,6
"white blouse with a lace design, featuring a high round neckline, long sleeves with buttoned cuffs, and a loose fit. the blouse is made of a sheer, lightweight fabric with a subtle pattern of small, irregularly spaced diamonds in shades of beige, white, and light gray.",1,1,0,1,1,1,1,1.0,269,46,35,3,1,1,2,1,1,1,1,2
black floral dress with a wrap-around design and a bow at the neckline. the dress has a fitted bodice and a flowing skirt with a floral print. the dress is worn with a belt at the waist to accentuate the waistline.,1,9,0,0,0,1,1,0.1111111111111111,214,42,26,1,0,3,1,1,0,1,1,3
"green off-the-shoulder top with ties at the shoulders. the top is made of a material that appears to be a blend of cotton and polyester. the style is a loose fit with a flowy silhouette. the ties at the shoulders are made of a thicker material, possibly a knit or jersey. the top is a fashionable piece that can be worn with jeans or shorts for a casual look.",1,1,0,1,1,1,1,1.0,359,71,42,1,3,3,0,1,1,1,0,5
white circle skirt. the skirt is made of a stretchy material and has a high waist. it is a midi-length skirt that falls just above the knee. the skirt is a basic wardrobe staple and can be dressed up or down depending on the occasion.,1,1,0,1,1,1,1,1.0,234,46,34,1,0,1,0,1,0,1,0,4
white crop top with a mesh overlay on the front. the mesh overlay is made of a sheer white fabric with a subtle white grid pattern. the crop top has a round neckline and short sleeves. the back of the crop top is plain white with a seam running down the middle.,1,1,0,1,1,1,1,1.0,261,52,30,1,0,1,2,1,0,1,1,4
pink velvet top with a plunging neckline and ruffled sleeves. the top has a loose fit and is adorned with a silver button on the neckline.,1,2,0,0,1,1,1,0.5,138,26,19,2,1,1,1,1,1,1,1,2
black fringe vest with a western style. the vest is made of a soft material and has a front button closure. it is worn over a white shirt and has a sleeveless design. the vest features multiple rows of fringe on the front and has a western-inspired design.,1,1,0,1,1,1,1,1.0,256,49,30,2,0,2,0,1,0,1,0,4
black and grey skirt. the skirt is made of a material that is a mix of both colors. the skirt has a grey side and a black side. the skirt is a pencil skirt style and is a midi length.,1,1,0,1,1,1,1,1.0,183,40,20,2,0,1,0,1,0,1,0,4
"black and white tie dye skirt. the skirt is made of a stretchy material and has a flowy, loose fit. it is a midi length skirt that falls just above the knee. the skirt is designed with a black and white tie dye pattern that creates a distressed, worn look.",2,2,0,0,1,1,1,0.5,256,50,32,2,0,1,0,1,0,1,0,4
