qi,query,rank_a,rank_b,rank_f
1646,blue shirt with white polka dots. the shirt has a collar and long sleeves. the material appears to be cotton. the shirt is a button-down style and has a front pocket.,101,76,101
1647,"flowy, short sleeve, floral printed top with a scoop neckline and a relaxed fit. the colors are a mix of peach, grey, and black, and the material appears to be a lightweight, breathable fabric. the style is casual and versatile, suitable for a variety of occasions.",2,4,2
1648,"white and silver ruffled blouse with a floral print. the blouse has a bohemian style and is made of a lightweight material. the ruffles are white and the floral print is a mix of white, silver, and pink. the blouse is designed to be flowy and comfortable, perfect for a casual or dressy look.",3,9,1
1649,black dress with a lace overlay on the bodice and a v-neckline. the dress has long sleeves and a fitted waistline. the lace overlay is black and covers the entire bodice of the dress. the dress is a size 14 and is made of a stretchy material.,101,101,101
1650,"brown velvet blazer with a notched collar, long sleeves, and a front button. the blazer has a loose fit and is worn over a white shirt.",5,8,5
1651,black dress with spaghetti straps and a layered design. the dress has a mesh overlay and a tulle skirt. the dress is short and has a fitted bodice with a zipper closure at the back. the dress is a party dress and is suitable for a night out.,3,4,4
1652,"green dress with a tie-dye design. the dress has a flowy and loose fit, with a deep v-neckline and a backless design. the dress is made of a lightweight material, possibly cotton or linen, and has a relaxed, bohemian style.",1,14,1
1653,black lace top with a sheer black blouse underneath. the top has a high neckline and long sleeves with lace details. the blouse is a solid black color and has a looser fit.,81,18,30
1654,black dress. the dress is made of a shiny material and has a flowy design. the dress is floor-length and has a low back. the neckline of the dress is a deep v-neck.,101,101,101
1655,striped skirt. the skirt is black and white with a black stripe on the top and a white stripe on the bottom. the skirt is made of a material that is not specified. the skirt is a pencil skirt style and is worn by a woman.,101,101,101
1656,"black leather jacket with a silver zipper. the jacket has a collar, a front zipper, and a snap at the waist. the leather is shiny and the jacket has a sleek, modern style.",101,101,101
1657,red dress with a v-neckline and a fitted bodice. the dress has a pink color and is made of a stretchy material. the dress is a size 14 and is worn by a woman with a slim figure.,101,101,101
1658,blue and white dress with a black stripe. the dress has a flowing design and is made of a lightweight material. the dress is a plus size and features a mix of blue and white colors.,2,11,3
1659,"black leather jacket. the jacket has a zipper closure and a silver zipper pull. the jacket is made of leather and has a sleek, modern look. the jacket is styled with a collar and a zippered pocket on the front.",101,101,101
1660,"beige ribbed knit pants or leggings. the pants have a loose fit and are made of a soft, stretchy material. they are designed to be worn comfortably and are perfect for lounging around the house or running errands. the pants have a ribbed texture and are available in a variety of colors and styles.",1,2,1
1661,"white knit sweater dress with long sleeves and a v-neckline. the dress is made of a soft, stretchy knit material and has a ribbed texture. the dress is a basic style and is suitable for everyday wear.",95,101,77
1662,"woman wearing a long dress. the dress is blue in color and has a flowy design. the dress is made of a lightweight material, which makes it perfect for warm weather. the dress is also sleeveless, which allows the woman to wear it comfortably. the dress is a one-piece design, which means it covers the entire body from neck to ankle. the dress is a casual style, which is perfect for a relaxed day out.",101,101,101
1663,black shirt with various slogans written on it in different languages. the shirt is made of a material that looks like cotton and has a loose fit. the slogans are written in white ink and are bold and eye-catching. the shirt is a casual style and is suitable for everyday wear.,9,6,4
1664,"gray shirt with a v-neck and long sleeves. the shirt is made of a soft, flowy material and has a relaxed fit. the color is a light gray, and the shirt is designed to be worn oversized.",40,51,38
1665,blue top with a ruffled neckline and a pleated back. the top is made of a sheer material with a solid color underneath. the sleeveless design and the ruffled neckline give it a feminine and stylish look.,101,101,101
1666,black and white dress. the dress has a black top and a white skirt. the dress is made of a stretchy material and has a v-neckline.,101,101,101
1667,dress with a v-neckline and three-quarter length sleeves. the dress is made of a bright orange color and has a belt at the waist. the dress is a fit and flare style and is made of a stretchy material.,2,2,2
1668,"black pencil skirt with a grey elastic waistband. the skirt is made of a stretchy material and has a flowy, feminine style.",101,101,101
1669,pink silk blouse with a bow at the neckline. the blouse has long sleeves and a high collar. the silk material gives it a soft and feminine look.,12,17,12
